	Unknown	InNeurons	Oligodendrocytes	Endothelial	Microglia	Astrocytes	OPC	ExNeurons
3026	0.008156222	0.32796764	0.3136003	0.086723484	0.035466112	0.14326604	0.019055711	0.06576448
3090	0.008121296	0.38329247	0.1775204	0.11815638	0.037281256	0.19348036	0.021071382	0.061076414
3025	0.00618572	0.37260106	0.16394842	0.09808371	0.019614415	0.25324652	0.019237733	0.06708242
3034	0.008797501	0.28735185	0.29440638	0.11687017	0.029481232	0.1992953	0.023311352	0.04048622
2986	0.0076993923	0.295487	0.28364798	0.12166061	0.02615107	0.20507568	0.022647293	0.03763093
3002	0.0067619495	0.38959953	0.13745742	0.10040676	0.02988187	0.24950898	0.021186685	0.06519686
3010	0.010432016	0.276583	0.25609517	0.114705145	0.0482022	0.22325408	0.028044598	0.04268377
787	0.0026373558	0.20109665	0.0372473	0.050291304	0.008331064	0.08350303	0.0057160407	0.61117727
2786	0.009198966	0.314504	0.09142058	0.07715991	0.02987212	0.25812888	0.017866792	0.20184876
2794	0.0069845584	0.2998222	0.075556315	0.07786854	0.021092594	0.23313998	0.0149201825	0.2706156
2810	0.0102597345	0.28248778	0.11708874	0.087234534	0.028964823	0.26143208	0.021251552	0.19128074
2873	0.004509522	0.30354622	0.052735314	0.06933845	0.01416035	0.21002503	0.011443785	0.3342413
2802	0.005773852	0.2805439	0.05732787	0.07777883	0.016034843	0.22859617	0.012890737	0.32105377
2842	0.007625175	0.36741272	0.1906901	0.09296096	0.024794465	0.23346166	0.02266637	0.060388517
2826	0.0091922805	0.3242167	0.13609429	0.088369966	0.022061003	0.28336698	0.024572968	0.112125814
961	0.0035439692	0.22875135	0.04845191	0.06377054	0.010411832	0.15015723	0.00864114	0.48627207
428	0.0048041814	0.20055306	0.112517744	0.073596984	0.011442407	0.1784627	0.010073798	0.4085491
969	0.0042450777	0.20497346	0.06043124	0.06702777	0.01295475	0.1300004	0.009602311	0.510765
973	0.0020066935	0.22630472	0.028344998	0.048442822	0.005682334	0.1220319	0.0050948462	0.56209165
981	0.0019353708	0.22923227	0.018818982	0.043094467	0.007129384	0.10594604	0.0043831845	0.5894604
989	0.0024902308	0.1974163	0.043543506	0.05505906	0.007344644	0.10534959	0.005544199	0.5832525
965	0.0025732152	0.21786611	0.036887277	0.054980714	0.008334647	0.11427329	0.0057616085	0.55932313
1052	0.0024090584	0.20083113	0.037339617	0.04996119	0.007245237	0.10335513	0.0056918655	0.59316677
1044	0.0049260813	0.18787824	0.14622462	0.07598382	0.013824922	0.1562422	0.010845463	0.40407467
1028	0.010686499	0.22638871	0.21863453	0.11708609	0.03096944	0.25107107	0.021878585	0.12328509
1020	0.004733598	0.1926291	0.1264761	0.07882742	0.013394649	0.15319653	0.01054375	0.42019883
1012	0.002618383	0.2157197	0.030079653	0.061873365	0.0073606577	0.1558104	0.0064278687	0.52010995
1051	0.002251507	0.20933275	0.024954615	0.050144374	0.0067552403	0.11178025	0.004976763	0.5898044
964	0.0037376613	0.1954595	0.081625424	0.06286549	0.010814715	0.11819604	0.007944752	0.5193564
980	0.002279641	0.21543252	0.018140921	0.049230307	0.0077081113	0.117891155	0.004765849	0.5845516
996	0.0047243177	0.22671048	0.037527926	0.06213513	0.012331545	0.12370027	0.008203708	0.5246666
988	0.0023569434	0.21918122	0.022402527	0.049038056	0.007710366	0.11357969	0.0047290716	0.58100206
1035	0.002060283	0.22995943	0.043689474	0.046409372	0.0068075876	0.091080755	0.0046695475	0.5753236
1027	0.00234827	0.26599145	0.05131058	0.050375376	0.0077284123	0.11497901	0.0063115023	0.5009554
1011	0.0023583614	0.20077789	0.0494253	0.052085012	0.0071600336	0.10185421	0.0048554777	0.5814837
1043	0.0048858807	0.1797833	0.14186698	0.072035365	0.016032785	0.12200116	0.010081826	0.45331272
979	0.0034016743	0.21665607	0.06633592	0.058854997	0.009679212	0.109059095	0.0074121444	0.5286009
1003	0.0022051085	0.20034702	0.027546005	0.047759637	0.0073350444	0.09488825	0.00454318	0.61537576
995	0.0022888982	0.26521018	0.022096341	0.05327351	0.0084439255	0.12222103	0.005763654	0.52070254
971	0.002799581	0.21192308	0.05421338	0.05399643	0.008357252	0.109884255	0.006125795	0.5527002
1034	0.0042219884	0.20913053	0.100593686	0.0667275	0.013636008	0.12180978	0.010076088	0.47380432
1042	0.0032902986	0.24773227	0.07337005	0.0695148	0.009646754	0.1155074	0.007818329	0.4731201
1010	0.002424906	0.21964638	0.038736645	0.057179987	0.006918619	0.124923	0.005614336	0.5445562
1018	0.0030554216	0.22875012	0.05238905	0.059265558	0.008949247	0.11570135	0.0070862244	0.524803
1026	0.0032332775	0.25226283	0.045782804	0.065710165	0.010272098	0.12142068	0.006619323	0.49469885
1002	0.0031983685	0.22432601	0.067310564	0.059094638	0.011049934	0.13315637	0.0074536973	0.4944104
970	0.0025097893	0.19804609	0.042848468	0.052734602	0.0064699017	0.12018525	0.005591256	0.5716147
978	0.0039627496	0.18937139	0.10964819	0.06477679	0.012092047	0.1130952	0.008863349	0.4981903
986	0.002431933	0.20213246	0.045355905	0.052097946	0.007108402	0.10360771	0.00499096	0.5822746
962	0.0032363061	0.19725879	0.05129377	0.061233148	0.008265246	0.14088757	0.007704737	0.5301204
1017	0.0027901605	0.21659262	0.061753955	0.057007987	0.00852038	0.11876752	0.0066015986	0.5279658
1025	0.0033509333	0.20551501	0.053769857	0.06126621	0.009182365	0.141282	0.007280756	0.5183529
1033	0.0027324278	0.22537659	0.051701248	0.05822599	0.008191737	0.116282284	0.006227789	0.53126186
1041	0.0033346445	0.22564001	0.046475083	0.06396393	0.008752981	0.1730781	0.0074434285	0.47131184
985	0.0025028859	0.23348737	0.028399294	0.058231045	0.0074822404	0.13680004	0.0059931353	0.52710396
993	0.0026369847	0.19812123	0.04718171	0.05440533	0.0075659994	0.10979139	0.005586063	0.5747113
1009	0.0023889383	0.23280108	0.046679646	0.051341657	0.0077161132	0.10544469	0.005673026	0.5479548
1049	0.004958062	0.2021362	0.13273579	0.07926736	0.0126501275	0.14503019	0.009892578	0.4133297
963	0.0024276131	0.2355082	0.049025178	0.05862382	0.0071664527	0.13688266	0.0062429993	0.50412303
1050	0.0043227184	0.21734412	0.07814642	0.07585905	0.011162662	0.18559547	0.009593906	0.41797566
362	0.0020391552	0.21251921	0.021608284	0.04545134	0.00685619	0.084781416	0.0045651575	0.6221793
1001	0.0023438244	0.21824206	0.05366831	0.05366316	0.007113284	0.11020758	0.0053547774	0.549407
994	0.0022709065	0.20150013	0.035767432	0.048239548	0.006996037	0.096755765	0.004948099	0.60352206
987	0.0034948115	0.19144486	0.09921876	0.062059004	0.011315073	0.11612606	0.008019244	0.5083222
1019	0.0020877125	0.2521601	0.046744972	0.045928165	0.007380541	0.093373	0.006068398	0.5462571
1004	0.0023474463	0.21226718	0.02459564	0.047959697	0.008042731	0.109975934	0.005399967	0.58941144
972	0.0024325121	0.21724941	0.034562152	0.051764917	0.008004085	0.105249494	0.0051293666	0.575608
977	0.007844989	0.29315886	0.18936689	0.09872958	0.022384724	0.25173044	0.016760876	0.12002363
946	0.0041607083	0.1773604	0.1321627	0.06896423	0.011487161	0.12703346	0.009072316	0.46975902
966	0.008398675	0.21515906	0.3021306	0.115172975	0.03095379	0.27412865	0.02497454	0.029081693
974	0.0033031462	0.21092433	0.0316169	0.057884533	0.009182909	0.13849021	0.0069742557	0.5416238
982	0.0023985303	0.2358228	0.031069929	0.047745097	0.008629399	0.12641609	0.0064000855	0.5415181
998	0.0046355226	0.23672171	0.07740078	0.073566146	0.013744551	0.18862082	0.014737981	0.39057246
990	0.003965061	0.2562479	0.059734017	0.07195831	0.012114626	0.21560971	0.011710013	0.36866036
997	0.0031012844	0.22851741	0.06060784	0.06159775	0.009284175	0.12660159	0.008346988	0.501943
1005	0.0030823618	0.22699554	0.044431448	0.062618434	0.009028699	0.12995626	0.008154341	0.5157329
1021	0.0021712126	0.20476627	0.029503822	0.05092546	0.0057899426	0.12260697	0.0053802463	0.57885605
1013	0.0020188023	0.22633557	0.021699393	0.04792803	0.006134097	0.109912574	0.0050883885	0.58088315
1037	0.009581212	0.12876613	0.51704925	0.122336544	0.033565763	0.12924689	0.018046116	0.041408144
1053	0.0062990338	0.1545591	0.55411726	0.07754489	0.033483844	0.09126088	0.011128698	0.071606286
883	0.0036136422	0.2426172	0.045035835	0.062626936	0.010286592	0.15121162	0.008178187	0.47642994
907	0.0029817435	0.21834481	0.030463094	0.054572403	0.009754886	0.12572686	0.0068517476	0.5513044
868	0.004476346	0.19991241	0.15595055	0.06360849	0.014891788	0.10812407	0.0107499175	0.44228646
955	0.0023339316	0.20920567	0.036478717	0.05345581	0.006945293	0.10956604	0.0054530893	0.5765615
939	0.004381032	0.21095277	0.07338471	0.06595415	0.013576309	0.11992246	0.010622766	0.5012058
876	0.002621061	0.22304296	0.033108328	0.053537536	0.008123289	0.12652697	0.005774822	0.54726505
884	0.0033272218	0.20874166	0.05740122	0.055790637	0.010801467	0.12977013	0.007047945	0.5271197
923	0.0030383607	0.25462833	0.026039535	0.055582244	0.00934869	0.15094094	0.0070334636	0.4933884
892	0.00344018	0.21510684	0.046374675	0.062188413	0.009184725	0.13604286	0.008004767	0.51965755
900	0.004064566	0.20233224	0.079328954	0.06430514	0.012748763	0.13003367	0.009258985	0.49792767
908	0.0034681244	0.21575905	0.048695996	0.06363227	0.01024324	0.13650161	0.008328238	0.51337147
915	0.0046761944	0.20692182	0.09413823	0.06607106	0.013360913	0.13061856	0.010626565	0.47358668
2209	0.0030362196	0.22934742	0.045825884	0.06218646	0.010200873	0.0969908	0.0071918294	0.5452205
2233	0.005068553	0.22051565	0.07531383	0.07333829	0.017433189	0.12111854	0.010997412	0.47621453
722	0.0039058842	0.20880938	0.08760804	0.05943707	0.012898796	0.11594976	0.008714283	0.5026768
917	0.010317688	0.19806923	0.297278	0.12227064	0.038264718	0.27284202	0.029641582	0.031316135
870	0.002744042	0.2980226	0.019013556	0.053402394	0.009427466	0.15594304	0.0071877283	0.45425925
2257	0.0051873685	0.17859526	0.09071607	0.07746604	0.01697293	0.13614781	0.011070237	0.48384428
914	0.002484654	0.21702723	0.04494658	0.05613665	0.007161503	0.11013779	0.0058566774	0.55624896
931	0.0031808885	0.2173701	0.029004524	0.057661075	0.0092121735	0.14405812	0.0068898774	0.53262323
947	0.004402435	0.21611667	0.08791846	0.0656865	0.014403455	0.1308539	0.010497441	0.47012115
916	0.00424102	0.1894388	0.08019421	0.06705592	0.012750141	0.12279811	0.009770435	0.5137513
893	0.008618259	0.27891043	0.16779727	0.094475925	0.019108044	0.25959387	0.015432962	0.15606326
941	0.009548215	0.22039123	0.27276966	0.11148495	0.02371093	0.23853754	0.01784823	0.10570917
889	0.0030810356	0.20210804	0.06666251	0.05861713	0.009163064	0.112146616	0.006850759	0.5413708
929	0.0025645895	0.22554643	0.03977979	0.053075362	0.00773749	0.10204039	0.005977275	0.5632787
948	0.002684463	0.19706424	0.053102463	0.058218163	0.00712953	0.11966016	0.0057196766	0.55642134
873	0.0022222896	0.20383985	0.023556018	0.04656316	0.0067157676	0.10327387	0.0049557257	0.6088733
865	0.0020099164	0.26820794	0.01934346	0.04871436	0.0068992134	0.104526095	0.0059331036	0.54436594
2241	0.0034641065	0.22025383	0.045130644	0.06121258	0.011176375	0.12151265	0.008688207	0.52856165
2265	0.005308772	0.19182336	0.07756571	0.07540401	0.016470732	0.13365148	0.010323464	0.48945245
2289	0.005110631	0.17424417	0.103762515	0.07565113	0.019016739	0.13078153	0.010213736	0.48121953
2249	0.0037210358	0.22530502	0.047462896	0.06324936	0.012664291	0.112615705	0.008995495	0.5259862
897	0.0028799027	0.22126508	0.046460938	0.058472674	0.008598586	0.10206473	0.0061868518	0.55407125
905	0.0027267097	0.22142656	0.03901957	0.05489068	0.007517271	0.13741155	0.0069925785	0.53001505
913	0.003412414	0.21469156	0.07064008	0.06034067	0.009425647	0.11451141	0.008663393	0.5183148
866	0.0029524013	0.2190044	0.041300762	0.057368398	0.007716524	0.14648753	0.0075381394	0.5176318
953	0.0029094517	0.26981655	0.046942085	0.05440073	0.009411726	0.13283215	0.008520065	0.47516719
937	0.0032893654	0.21820258	0.05484609	0.06286323	0.009232697	0.15075172	0.008254133	0.49256024
945	0.0031347505	0.24406065	0.038735125	0.057082176	0.008965313	0.14460893	0.007996271	0.49541673
882	0.0024338	0.2221636	0.039615206	0.052665513	0.006930509	0.12724142	0.006156538	0.54279345
874	0.0021571824	0.2407825	0.02324275	0.046821415	0.0074386126	0.0964456	0.0054912046	0.57762074
898	0.0038950269	0.19118214	0.061403867	0.062668055	0.010897867	0.12264228	0.008145283	0.53916544
890	0.0029035064	0.20384479	0.037740923	0.054526243	0.008687924	0.11963108	0.006423406	0.56624216
906	0.0032768901	0.20451872	0.058402687	0.06395545	0.008700557	0.12641291	0.0072895666	0.52744323
867	0.0041445866	0.2111326	0.1372335	0.063531935	0.013399175	0.11779884	0.010262593	0.4424967
954	0.003421142	0.20386653	0.080890365	0.064049594	0.009876783	0.11149823	0.007566066	0.51883125
938	0.0039347275	0.20004113	0.08462926	0.071260095	0.0102423085	0.15181382	0.008802055	0.46927658
930	0.0030534484	0.22365457	0.06697493	0.060876857	0.009485725	0.1167691	0.0067173853	0.512468
922	0.0027721615	0.2204762	0.05782181	0.057041105	0.008889179	0.10372331	0.006116384	0.54315984
885	0.007911276	0.2820411	0.15518804	0.09543904	0.018821077	0.2623365	0.014431235	0.16383173
901	0.009333766	0.2349457	0.21614607	0.11629673	0.022805879	0.25951827	0.019222992	0.12173059
909	0.009283985	0.22135703	0.28352755	0.10925901	0.029219301	0.27616528	0.023601985	0.047585834
875	0.0073390245	0.21964319	0.04876099	0.07697016	0.020751676	0.15208356	0.01780595	0.45664546
891	0.0030648634	0.25417706	0.047532786	0.06428187	0.0115704425	0.16683464	0.008088413	0.44444993
899	0.0028826494	0.19520815	0.043306153	0.05651613	0.0076821386	0.13288099	0.0060943067	0.5554295
932	0.0026081894	0.21884257	0.039882727	0.051533822	0.009461441	0.0946469	0.0056376136	0.57738674
956	0.0027232207	0.21488833	0.074256815	0.058353722	0.007821477	0.11451491	0.0062188674	0.52122265
877	0.002556311	0.223314	0.02678434	0.051732644	0.009561181	0.10172334	0.0058361716	0.578492
949	0.008681852	0.2768315	0.16533406	0.096042775	0.020741375	0.281963	0.016176356	0.13422912
933	0.010274083	0.209161	0.2552472	0.11919519	0.02388864	0.24899848	0.019904649	0.113330714
957	0.0051903776	0.2257729	0.0727438	0.067148305	0.014903081	0.16577423	0.013510606	0.4349567
925	0.010339882	0.18724938	0.35714328	0.10966579	0.02808111	0.25326493	0.022583375	0.031672217
940	0.0041353106	0.18367855	0.06750745	0.06651215	0.011528951	0.12483736	0.008671545	0.5331287
878	0.0024877635	0.19064264	0.03417809	0.047137856	0.006780676	0.11652184	0.0051111015	0.5971401
924	0.0040592733	0.19002645	0.08297787	0.060485765	0.012138665	0.1056881	0.008865005	0.5357589
869	0.0023191269	0.2503086	0.018584965	0.050933614	0.008387004	0.11354304	0.006562037	0.54936165
881	0.0046229656	0.21135665	0.107451886	0.07141907	0.013740922	0.12172244	0.010200816	0.4594853
441	0.0022816039	0.2288152	0.03487512	0.04767078	0.007233799	0.081330195	0.0055150874	0.5922782
685	0.0036337685	0.21028729	0.07154841	0.05755855	0.009919426	0.115790814	0.008495271	0.52276653
677	0.0032769248	0.21899669	0.06868082	0.05190059	0.01125067	0.08359134	0.0071448484	0.55515814
748	0.0046257847	0.22011752	0.07449915	0.067762434	0.013517487	0.114791065	0.009923995	0.49476257
756	0.0043865466	0.2051876	0.11021989	0.061088074	0.014488117	0.09848648	0.009541214	0.4966021
716	0.0018864822	0.25562623	0.02377031	0.046547044	0.007069681	0.09151607	0.005334895	0.5682493
755	0.0021441863	0.22107488	0.023372727	0.04412672	0.0068658483	0.09124937	0.0048954696	0.60627085
747	0.0035858315	0.2167782	0.047083538	0.051541943	0.012779973	0.09237706	0.008139835	0.5677137
676	0.0040052435	0.20700717	0.1156239	0.058284897	0.012871388	0.105812736	0.00983832	0.4865563
684	0.00233791	0.21385866	0.033734802	0.045278728	0.0066606794	0.088180564	0.005465754	0.60448295
708	0.0028578707	0.20813006	0.038679186	0.048109293	0.008590223	0.1046944	0.006067446	0.58287156
700	0.0025056184	0.23778789	0.03529476	0.042616144	0.0077890805	0.08934804	0.006060804	0.57859766
691	0.004141592	0.23915373	0.07873394	0.0567659	0.0127909	0.108870424	0.009589323	0.48995423
723	0.00413857	0.21335924	0.08832365	0.06167714	0.010807048	0.122783065	0.0092541985	0.48965713
739	0.005641503	0.1935476	0.12940814	0.07602333	0.014365237	0.16607888	0.012148428	0.40278685
731	0.0047719753	0.2079769	0.115052275	0.071137644	0.0134697	0.14851499	0.011244406	0.42783222
683	0.0034275071	0.19674557	0.07623661	0.05367283	0.011419114	0.091370344	0.0075838477	0.55954427
675	0.0043552183	0.1945266	0.09372565	0.055982515	0.013324115	0.10110412	0.009431257	0.5275505
762	0.0043743807	0.20923169	0.10010603	0.057592664	0.012643683	0.108525716	0.0095772995	0.49794856
754	0.0030560608	0.25716183	0.06481507	0.04965767	0.010013435	0.103529215	0.007923455	0.5038433
746	0.0047864057	0.21104652	0.0924165	0.07294788	0.011440164	0.14644365	0.01052868	0.45039025
738	0.003385668	0.25636968	0.0668523	0.056794	0.009668232	0.1362726	0.008117697	0.46253982
730	0.0036516667	0.22389436	0.05708008	0.065732494	0.010660224	0.09999158	0.0085548265	0.5304348
753	0.005683282	0.20881672	0.12642331	0.07486377	0.016169505	0.13463962	0.011822994	0.42158082
761	0.0034127894	0.24781819	0.056603495	0.053239033	0.010516706	0.13235053	0.008841346	0.4872179
706	0.0048486437	0.17769265	0.18662995	0.06501252	0.013499874	0.13480462	0.011540134	0.40597156
690	0.0021902618	0.24130197	0.032091998	0.046411533	0.006971173	0.09525624	0.00595041	0.5698264
745	0.004947026	0.19301397	0.13142757	0.07130172	0.012320793	0.15582268	0.010185603	0.42098066
737	0.0040644375	0.23228683	0.086568624	0.05885327	0.012892303	0.1208461	0.009316763	0.47517166
729	0.0027408798	0.27247366	0.040719565	0.047924113	0.009824463	0.10276952	0.006200368	0.5173475
721	0.0028965129	0.28987023	0.045531582	0.04835583	0.010668254	0.090387486	0.007014256	0.5052759
697	0.0027143452	0.22584504	0.034964226	0.04663222	0.008935468	0.09703555	0.0057554008	0.5781178
705	0.003953911	0.25711063	0.0866955	0.055633873	0.012534786	0.11299119	0.009535279	0.46154484
413	0.0053981035	0.2055483	0.14771663	0.07340626	0.013816019	0.16462582	0.0112338625	0.37825504
673	0.0048236367	0.23449872	0.054605205	0.06884996	0.014795716	0.20987271	0.010415521	0.4021386
681	0.0027969473	0.25677422	0.0384476	0.04864938	0.009094649	0.10339584	0.0063420064	0.53449935
549	0.008264735	0.2729404	0.13000666	0.09711903	0.017490158	0.24462466	0.014677054	0.2148773
674	0.0025525673	0.22916937	0.034057267	0.044755477	0.0072045666	0.106232256	0.0062010246	0.5698275
698	0.0023884585	0.21311684	0.0466212	0.04696725	0.0069064763	0.09680766	0.005873767	0.5813184
689	0.0036918803	0.24451415	0.0737017	0.05387725	0.013155319	0.095729984	0.009525112	0.5058046
715	0.00328272	0.2079668	0.090378426	0.049207013	0.009817282	0.10235711	0.0070721917	0.52991843
699	0.002658256	0.21424723	0.06542327	0.04891911	0.00839328	0.09202975	0.005974978	0.5623541
763	0.0019624361	0.24977116	0.026788466	0.039554644	0.0065940204	0.09887668	0.0057280525	0.57072455
682	0.0039224294	0.19644594	0.1172508	0.060992282	0.010738917	0.12756705	0.00867886	0.47440365
612	0.0021551095	0.23746145	0.026921233	0.045218695	0.006824799	0.10384649	0.0055578803	0.5720144
620	0.0032228578	0.21977834	0.035868246	0.058330584	0.0085609555	0.14769772	0.007681943	0.5188593
628	0.0045252754	0.19669801	0.07546804	0.062271547	0.0126218945	0.12008935	0.010415961	0.51790994
644	0.004887141	0.2061025	0.12205416	0.06100962	0.01600848	0.110248566	0.010352345	0.4693372
596	0.0037386715	0.22933404	0.042558268	0.061901722	0.010716427	0.15316327	0.008695965	0.48989168
652	0.0032711346	0.25459966	0.0429782	0.05564187	0.010321821	0.10547733	0.0075192284	0.5201908
636	0.0035702877	0.21827357	0.052330066	0.05616105	0.0101474235	0.116492294	0.008370929	0.5346544
154	0.003969751	0.21034516	0.095882386	0.05568601	0.012423842	0.11412724	0.009664885	0.49790072
146	0.0032583792	0.23995203	0.05040798	0.053600032	0.010801745	0.1048638	0.007917363	0.5291987
194	0.0019767645	0.20631933	0.03668694	0.043086898	0.006177295	0.09881672	0.0048523755	0.60208374
281	0.0023985072	0.20150398	0.022197267	0.0489404	0.0066635534	0.106577575	0.005416146	0.60630256
273	0.0020937924	0.24176925	0.030819217	0.04373311	0.008017478	0.09941587	0.0056643537	0.56848687
257	0.0031753334	0.20411731	0.06590068	0.048349917	0.009993233	0.08675604	0.00713839	0.57456917
225	0.002187387	0.20027168	0.024599234	0.043971315	0.006376546	0.08432976	0.0047580493	0.633506
233	0.0020226776	0.23976147	0.016463997	0.04380441	0.0067660105	0.096344374	0.00505003	0.58978707
217	0.0025585387	0.24785362	0.036953133	0.052334815	0.008520162	0.10259315	0.006359979	0.54282665
275	0.0035596238	0.19334054	0.09529387	0.060088664	0.010838521	0.11189988	0.0076561826	0.51732266
267	0.0022982329	0.18421757	0.040816694	0.051704783	0.0058821402	0.12737249	0.005164482	0.5825436
251	0.0024940367	0.187451	0.052161444	0.055321816	0.006069857	0.13061202	0.0058938456	0.55999595
243	0.0035458691	0.1984575	0.07201381	0.07602384	0.00865373	0.17528284	0.00813372	0.4578887
219	0.0047988775	0.18041164	0.105367124	0.06878003	0.011307894	0.15383361	0.010838106	0.4646627
211	0.0043576113	0.19336526	0.06848239	0.085248016	0.00908314	0.2011977	0.009626861	0.42863896
195	0.0024071771	0.25948527	0.019873248	0.04646078	0.007954293	0.124321975	0.006149508	0.5333477
203	0.0037261683	0.24447167	0.055676788	0.05661856	0.012910735	0.12893249	0.008740576	0.48892298
202	0.0049340874	0.20350154	0.13427491	0.064765885	0.017789453	0.13038237	0.012064627	0.43228713
274	0.002335024	0.20550962	0.028221989	0.050915506	0.006028639	0.115940146	0.0054691434	0.58557993
250	0.0039465264	0.21572785	0.110958576	0.059871916	0.012331727	0.1367851	0.010124342	0.45025396
258	0.0026234637	0.21507907	0.042606443	0.056880508	0.0071452707	0.1199064	0.005907877	0.54985094
266	0.004208308	0.20622623	0.10609889	0.06488866	0.011663658	0.13507189	0.009169883	0.46267247
234	0.0026650417	0.21310319	0.03627563	0.04998247	0.007956859	0.11186588	0.0057776123	0.5723734
242	0.0027249085	0.239996	0.04412261	0.049216032	0.008958481	0.12000411	0.006935978	0.5280419
210	0.0021377327	0.2169625	0.02914805	0.04268816	0.007117598	0.11742121	0.005481686	0.5790431
226	0.0034930129	0.19363551	0.06361217	0.053017635	0.009984068	0.1261877	0.007858735	0.5422112
298	0.0034425792	0.20305808	0.047258493	0.07131898	0.007943678	0.15954769	0.0076771365	0.49975345
377	0.0029654047	0.24221653	0.056599423	0.058424007	0.009077726	0.11888254	0.0066417884	0.5051926
290	0.0049381773	0.20101519	0.061506953	0.07206302	0.013412871	0.12582842	0.0104963705	0.51073897
113	0.0030501485	0.24201523	0.06827266	0.04997598	0.010475953	0.10528133	0.007718301	0.51321036
121	0.002114774	0.22929265	0.023999466	0.04137112	0.0074977	0.13112773	0.0056381826	0.5589585
227	0.0029371318	0.19596648	0.044058587	0.055600327	0.007094015	0.12572028	0.006823214	0.56179994
235	0.003714727	0.19404109	0.06481248	0.07409757	0.008530557	0.1574792	0.00875099	0.4885734
282	0.0033612866	0.19233732	0.039280605	0.054588053	0.007953651	0.12620936	0.0073650866	0.56890464
123	0.0017190914	0.22794539	0.015827939	0.038277384	0.0066096275	0.08639497	0.004537868	0.61868775
131	0.0027972255	0.2146879	0.027060471	0.04931426	0.008514047	0.11219114	0.0058301203	0.57960486
265	0.0039723953	0.22008014	0.052706257	0.058361437	0.01275468	0.113047756	0.009236901	0.52984047
178	0.0016899524	0.24774702	0.015648963	0.040322576	0.006883854	0.08774086	0.004503095	0.5954637
218	0.004177419	0.20217746	0.05020614	0.05749764	0.0116021335	0.1517014	0.009682011	0.5129558
161	0.0043432545	0.21405387	0.08239024	0.06482739	0.011564008	0.13936318	0.00951555	0.4739425
153	0.0026052007	0.20958006	0.031072646	0.048481867	0.007207507	0.116124354	0.005310358	0.579618
177	0.004268898	0.20409702	0.058981676	0.07752473	0.010623042	0.18607318	0.009354625	0.44907686
169	0.004702838	0.19441392	0.078414164	0.07162594	0.011850727	0.17013697	0.009668113	0.4591873
129	0.0021851899	0.23707981	0.022503868	0.04385444	0.0071030534	0.10970614	0.0052948873	0.57227254
193	0.006012851	0.2383973	0.038649887	0.07257008	0.016895147	0.15202396	0.014639664	0.46081114
137	0.0025451465	0.21821173	0.02191907	0.047642097	0.007175721	0.13238803	0.0053681936	0.5647501
145	0.0022753852	0.22610909	0.028307399	0.042397607	0.0077045932	0.11532853	0.0057036635	0.57217366
99	0.0026973889	0.23728459	0.03930412	0.050649602	0.009086565	0.08937249	0.006452547	0.5651527
241	0.004105609	0.22274919	0.06376594	0.057375234	0.0121040875	0.11760826	0.009155956	0.51313573
122	0.003453323	0.21570337	0.06430889	0.05400275	0.010437072	0.116643995	0.007089425	0.52836114
186	0.0023186996	0.24205595	0.03827885	0.04870541	0.008021711	0.09371688	0.0056898557	0.5612127
106	0.003569061	0.21767183	0.08732291	0.061768115	0.009532996	0.11765923	0.008221977	0.49425378
249	0.0036367222	0.21392715	0.073636405	0.057592195	0.011020309	0.10915717	0.008312497	0.5227176
98	0.002478121	0.23979081	0.039818045	0.058147427	0.0067282896	0.123142965	0.005508876	0.52438545
259	0.0026744858	0.18223381	0.04076344	0.05651331	0.00635689	0.13866495	0.0061019436	0.56669116
97	0.00338992	0.2039764	0.050066125	0.055995535	0.010342549	0.10779052	0.0068982723	0.56154066
185	0.004780864	0.21569188	0.055146396	0.07046335	0.014362752	0.18010461	0.010776215	0.44867393
105	0.0023397554	0.22039957	0.04001386	0.046861943	0.0073317606	0.08497175	0.0049236296	0.5931577
115	0.00306827	0.20277898	0.047159135	0.050130356	0.00932471	0.10478451	0.006358184	0.5763959
107	0.0020216724	0.26492625	0.020687431	0.04478198	0.007958382	0.09354802	0.005551265	0.560525
162	0.0022055106	0.25121373	0.019189425	0.046462446	0.0066845627	0.10949153	0.0054113423	0.55934143
170	0.0018499307	0.2758159	0.023322066	0.04185227	0.006814055	0.09114996	0.005859332	0.55333644
114	0.002716319	0.20200805	0.037342794	0.04872039	0.007721176	0.09507292	0.0053687994	0.6010496
209	0.0032327075	0.20625167	0.044240396	0.057004254	0.0095647015	0.108426936	0.0067415102	0.5645378
130	0.003171834	0.20876163	0.045994967	0.054279793	0.009801748	0.11312481	0.00664635	0.5582189
138	0.004058031	0.18587196	0.08885292	0.059991628	0.013714888	0.10771298	0.0087449765	0.5310526
406	0.0030508123	0.21298723	0.05501798	0.05031437	0.010224946	0.099942125	0.006220402	0.5622421
2721	0.007920146	0.41507575	0.25103363	0.14392638	0.039133612	0.08233381	0.0139759155	0.046600807
2705	0.010154031	0.29872614	0.359002	0.11716411	0.04311997	0.115920134	0.022044817	0.033868805
2697	0.010800383	0.3598988	0.24058406	0.1418	0.052640077	0.11470511	0.022679338	0.056892246
2713	0.00897844	0.3630577	0.27955028	0.12478703	0.045061994	0.11851647	0.01935177	0.040696297
2689	0.0063847485	0.28143647	0.07983824	0.06548252	0.026147274	0.13659377	0.011544149	0.39257285
